0,108,what are the steps for setting up direct deposit for my paycheck
0,46,i would love an italian meal suggestion
0,42,how many players are on the chicago bulls
0,118,put on the next song
0,57,who else do you work for
0,107,"yes, i'd really like that alot"
0,22,do you know what the meaning of life is
0,21,do you know what this song is
0,136,please tell me my current location
0,67,can you cancel my dinner reservation
0,46,suggest a meal from thailand to me
0,146,how do i inform my bank i'm going to paris
0,49,i wanna know why my card was declined
0,131,how do i schedule car maintenance
0,9,do you know whether ihop does reservations
0,48,please read out my list of tasks to accomplish
0,55,"if i may, i'd like to call you slave"
0,91,what if you want to obtain a new credit card
0,146,"from january to august, i will be in uruguay, please let me bank know"
0,139,i want to know what the word discomfit means
0,48,please remind me of the tasks on my to do list
0,129,list some neat stuff about rats
0,52,are there recommendations to get any specific shots before i travel to germany
0,143,what is the bare minimum for my truck payment
0,24,what is the traffic like on the way to north shore
0,38,how many dollars can i exchange for 10000 rubles
0,115,i wish to know the types of subjects are you familiar with
0,149,what are some of sweden's best sights
0,47,when do my tires need to be changed again
0,134,can i use baking powder instead of baking soda
0,125,make sure walnuts is on my shopping list
0,73,i want to know how to correctly spell cemetery
0,61,how would i say pleased to meet you if i were japanese
0,17,tell me how to jump start my own car battery
0,77,where were you created
0,118,skip this song and play the next one
0,14,please shut off whisper mode for now
0,43,list everything on my shopping list
0,149,is there anything fun to do in berlin
0,104,find a recipe for german chocolate cake
0,80,whats the most recent status for my virgin air flight
0,27,how much do i have to pay on my bills
0,76,what did i include on my list of things to remember
0,91,help me get an american express card
0,104,you know procedure to cook apple pie
0,84,when will my package arrive
0,118,go to the next song now
0,134,is it acceptable to swap beef for tempeh
0,141,"add the thong song by cisqo to my playlist, please"
0,14,use your whispering voice
0,130,would you disconnect from my phone
0,11,what name am i under
0,93,how much have i earned
0,39,"i would like an uber going to the train station, please"
0,11,by what name do you refer to me
0,32,set a new timer for ten seconds
0,59,i need to know if i must have an international visa to go to france
0,52,do i need to get any shots to travel to mexico
0,13,i did not understand say it again
0,13,i am needing for you to say that again
0,137,what are the international transaction fees for my chase card
0,22,what's the point of sentience
0,150,go ahead and increase your speaker volume
0,21,what song am i listening to
0,118,what's next on the list
0,9,does hannahs in galloway take reservations
0,76,i want to hear what is on my reminders list
0,54,tell me when the milk will expire
0,9,does tartine in san francisco take reservations
0,42,are there any local stations covering the moral march in raleigh in februaryu
0,86,what is the prep time for a 10 lb turkey
0,29,can you speak to me in french
0,47,tell when should i get my tires changed next
0,98,can you check my tire pressure
0,40,"id like a car rental between january 1st to the 3rd in denver, id like a ford"
0,98,would it be smart to put air in my tires
0,24,is there traffic on my way to work today
0,114,take it easy!
0,60,what is there on january 1st on my calendar
0,9,does bar tartine in san francisco take reservations
0,52,would i need any immunization if i go to thailand
0,39,set me up with an uber
0,58,trey needs my current location
0,135,how many calories does a kitkat have
0,67,end my reservation with carl at umami
0,29,please talk to me in spanish
0,51,use a male voice now
0,122,where do i pick up a w2 form
0,30,not really
0,19,do i have to meet the dev squad to day
0,33,i will determine it with a coin flip
0,58,can you let sam and woody know where i am
0,76,what do i want to remember
0,23,book a reservation for 2 at olive garden under the name jim
0,92,i want to roll some dice
0,66,"if i’m in japan, what time zone am i in"
0,46,go ahead and give me a suggestion for what to make for dinner
0,146,please tell the bank i will be traveling internationally
0,102,i would like to find out if macaroni grill will be busy around 7:00 pm
0,120,do i need a power adapter in mexico
0,0,does the bleu olive have decent reviews
0,3,what kind of oil does my car take and how do i do a change
0,119,"please increase the speed of your speech, it is too slow"
0,39,i need an uber to the movies
0,100,"since i got a new job, i need help with my 401k rollover"
0,8,what kind of gas does my vehicle take
0,66,what timezone is japan in
0,60,what is on my calander for valentines day
0,87,report my burned card to the company
0,30,the answer is no
0,130,let's terminate connection to my phone please
0,21,what am i listening to
0,59,do i need an international visa to go to spain
0,131,my car needs an appointment for an oil change
0,135,looks up the calories in cheetos
0,145,help me find a good sushi spot in chicago
0,75,i want to know your name
0,17,what do i do when my car battery is dead
0,146,im going to be in jamaica from october 4th until october 8th
0,88,i'd like to revert to factory settings
0,53,remember to remind me of this later
0,130,i need for you to connect to my phone
0,76,is there a reminder for my aa meeting on my list
0,110,am i low on gas
0,8,will this car run on the cheaper gas
0,2,why was a hold placed on my wells fargo account
0,43,do i need milk at the store
0,23,can you get me a table for two for 8:00 pm at parc
0,37,what date did i last take my car in
0,51,please use a male voice when speaking
0,72,what are the directions to get to olympia by bus
0,57,who else commands you
0,119,"talk slower, please"
0,106,"find the song with, ""baby shark, doo doo"
0,144,i am josh
0,144,people call me gary
0,128,is traveling to dublin safe (will dublin be safe)
0,53,remind me later
0,75,i didn't get your name
0,75,what name should i use for you
0,53,"make a reminder, pay taxes on monday"
0,38,500 dollars equals what in pesos
0,101,whats going on with my day off request
0,115,what types of things are you able to do
0,147,shut up!
0,66,can you tell me the timezone that hartford is in
0,133,i need to transfer from one account to my second one
0,42,where is the dipstick
0,11,"what is your name for me, please"
0,129,what would be a fun fact about cats
0,34,i must know what kinds of pets you have
0,7,i must know the interest rate on my bank of america cd account
0,70,please report information about activity on my credit card
0,142,what'll this car do for gas mileage on the open road
0,108,i want to switch to direct deposit
0,39,i want to reserve an uber to go to the airport
